DRAFT_YEAR,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,POSITION,full_name,merge_key
1974,Saunders,Fred,F,Fred Saunders,Fred Saunders_1974
1951,Savage,Don,F,Don Savage,Don Savage_1951
0,Savovic,Predrag,G,Predrag Savovic,Predrag Savovic_0
1950,Sawyer,Alan,F,Alan Sawyer,Alan Sawyer_1950
2001,Scalabrine,Brian,F,Brian Scalabrine,Brian Scalabrine_2001
0,Scales,Alex,G,Alex Scales,Alex Scales_0
1980,Scales,Dewayne,F,Dewayne Scales,Dewayne Scales_1980
1972,Schade,Frank,G,Frank Schade,Frank Schade_1972
1947,Schadler,Ben,F,Ben Schadler,Ben Schadler_1947
0,Schaefer,Herm,G,Herm Schaefer,Herm Schaefer_0
1955,Schafer,Bob,G,Bob Schafer,Bob Schafer_1955
0,Schakel,Jordan,G,Jordan Schakel,Jordan Schakel_0
0,Scharnus,Ben,F,Ben Scharnus,Ben Scharnus_0
1949,Schatzman,Marv,F,Marv Schatzman,Marv Schatzman_1949
1949,Schaus,Fred,F,Fred Schaus,Fred Schaus_1949
1981,Schayes,Dan,C,Dan Schayes,Dan Schayes_1981
1948,Schayes,Dolph,F,Dolph Schayes,Dolph Schayes_1948
0,Schectman,Ossie,G,Ossie Schectman,Ossie Schectman_0
1990,Scheffler,Steve,C,Steve Scheffler,Steve Scheffler_1990
1977,Scheffler,Tom,C,Tom Scheffler,Tom Scheffler_1977
1966,Schellhase,Dave,G,Dave Schellhase,Dave Schellhase_1966
0,Schenscher,Luke,C,Luke Schenscher,Luke Schenscher_0
1950,Scherer,Herb,C,Herb Scherer,Herb Scherer_1950
1990,Schintzius,Dwayne,C,Dwayne Schintzius,Dwayne Schintzius_1990
1967,Schlueter,Dale,C,Dale Schlueter,Dale Schlueter_1967
0,Schnellbacher,Otto,,Otto Schnellbacher,Otto Schnellbacher_0
1950,Schnittker,Dick,F,Dick Schnittker,Dick Schnittker_1950
1982,Schoene,Russ,F,Russ Schoene,Russ Schoene_1982
2019,Schofield,Admiral,F,Admiral Schofield,Admiral Schofield_2019
1969,Scholz,Dave,F,Dave Scholz,Dave Scholz_1969
0,Schoon,Milt,C,Milt Schoon,Milt Schoon_0
1985,Schrempf,Detlef,F,Detlef Schrempf,Detlef Schrempf_1985
2013,Schroder,Dennis,G,Dennis Schroder,Dennis Schroder_2013
0,Schultz,Howie,F,Howie Schultz,Howie Schultz_0
0,Schulz,Dick,F,Dick Schulz,Dick Schulz_0
1982,Schweitz,John,G,John Schweitz,John Schweitz_1982
2002,Scola,Luis,F,Luis Scola,Luis Scola_2002
0,Scolari,Freddie,G,Freddie Scolari,Freddie Scolari_0
1977,Scott,Alvin,F,Alvin Scott,Alvin Scott_1977
0,Scott,Brent,F-C,Brent Scott,Brent Scott_0
1983,Scott,Byron,G,Byron Scott,Byron Scott_1983
1970,Scott,Charlie,G,Charlie Scott,Charlie Scott_1970
1990,Scott,Dennis,F,Dennis Scott,Dennis Scott_1990
0,Scott,James,F,James Scott,James Scott_0
2012,Scott,Mike,F,Mike Scott,Mike Scott_2012
1961,Scott,Ray,F,Ray Scott,Ray Scott_1961
1994,Scott,Shawnelle,C,Shawnelle Scott,Shawnelle Scott_1994
0,Scott,Trevon,F,Trevon Scott,Trevon Scott_0
2020,Scrubb,Jay,G,Jay Scrubb,Jay Scrubb_2020
1985,Scurry,Carey,F,Carey Scurry,Carey Scurry_1985
0,Seabron,Dereon,G,Dereon Seabron,Dereon Seabron_0
1975,Seals,Bruce,F,Bruce Seals,Bruce Seals_1975
0,Seals,Shea,G,Shea Seals,Shea Seals_0
1992,Sealy,Malik,G-F,Malik Sealy,Malik Sealy_1992
1974,Searcy,Ed,F,Ed Searcy,Ed Searcy_1974
1955,Sears,Ken,F,Ken Sears,Ken Sears_1955
0,See,Wayne,G,Wayne See,Wayne See_0
2006,Sefolosha,Thabo,F-G,Thabo Sefolosha,Thabo Sefolosha_2006
1988,Seikaly,Rony,C,Rony Seikaly,Rony Seikaly_1988
1947,Selbo,Glen,F,Glen Selbo,Glen Selbo_1947
2011,Selby,Josh,G,Josh Selby,Josh Selby_2011
2016,Selden,Wayne,G-F,Wayne Selden,Wayne Selden_2016
1986,Sellers,Brad,F,Brad Sellers,Brad Sellers_1986
1976,Sellers,Phil,F,Phil Sellers,Phil Sellers_1976
0,Seltz,Rollie,G,Rollie Seltz,Rollie Seltz_0
1954,Selvy,Frank,G,Frank Selvy,Frank Selvy_1954
0,Seminoff,Jim,G,Jim Seminoff,Jim Seminoff_0
2006,Sene,Mouhamed,C,Mouhamed Sene,Mouhamed Sene_2006
0,Senesky,George,G,George Senesky,George Senesky_0
2021,Sengun,Alperen,C,Alperen Sengun,Alperen Sengun_2021
2023,Sensabaugh,Brice,F,Brice Sensabaugh,Brice Sensabaugh_2023
2010,Seraphin,Kevin,F-C,Kevin Seraphin,Kevin Seraphin_2010
1998,Sesay,Ansu,F,Ansu Sesay,Ansu Sesay_1998
2007,Sessions,Ramon,G,Ramon Sessions,Ramon Sessions_2007
1984,Sewell,Tom,G,Tom Sewell,Tom Sewell_1984
2018,Sexton,Collin,G,Collin Sexton,Collin Sexton_2018
0,Seymour,Paul,G,Paul Seymour,Paul Seymour_0
0,Shaback,Nick,G,Nick Shaback,Nick Shaback_0
1988,Shackleford,Charles,C,Charles Shackleford,Charles Shackleford_1988
0,Shaeffer,Carl,G,Carl Shaeffer,Carl Shaeffer_0
1960,Shaffer,Lee,F,Lee Shaffer,Lee Shaffer_1960
0,Shakur,Mustafa,G,Mustafa Shakur,Mustafa Shakur_0
2018,Shamet,Landry,G,Landry Shamet,Landry Shamet_2018
1997,Shammgod,God,G,God Shammgod,God Shammgod_1997
0,Shannon,Earl,G,Earl Shannon,Earl Shannon_0
1949,Shannon,Howie,G,Howie Shannon,Howie Shannon_1949
1950,Share,Charlie,C,Charlie Share,Charlie Share_1950
1950,Sharman,Bill,G,Bill Sharman,Bill Sharman_1950
2021,Sharpe,Day'Ron,C,Day'Ron Sharpe,Day'Ron Sharpe_2021
2022,Sharpe,Shaedon,G,Shaedon Sharpe,Shaedon Sharpe_2022
2008,Sharpe,Walter,F,Walter Sharpe,Walter Sharpe_2008
1986,Shasky,John,C,John Shasky,John Shasky_1986
1956,Shavlik,Ron,F,Ron Shavlik,Ron Shavlik_1956
1988,Shaw,Brian,G,Brian Shaw,Brian Shaw_1988
1998,Shaw,Casey,C,Casey Shaw,Casey Shaw_1998
2019,Shayok,Marial,G-F,Marial Shayok,Marial Shayok_2019
0,Shea,Bob,F,Bob Shea,Bob Shea_0
0,Sheffield,Fred,F,Fred Sheffield,Fred Sheffield_0
1980,Shelton,Craig,F,Craig Shelton,Craig Shelton_1980
1976,Shelton,Lonnie,F,Lonnie Shelton,Lonnie Shelton_1976
2012,Shengelia,Tornike,F,Tornike Shengelia,Tornike Shengelia_2012
2023,Sheppard,Ben,G,Ben Sheppard,Ben Sheppard_2023
0,Sheppard,Jeff,G,Jeff Sheppard,Jeff Sheppard_0
1977,Sheppard,Steve,F,Steve Sheppard,Steve Sheppard_1977
1981,Sherod,Edmund,G,Edmund Sherod,Edmund Sherod_1981
0,Shipp,Charlie,G,Charlie Shipp,Charlie Shipp_0
0,Shirley,Paul,F,Paul Shirley,Paul Shirley_0
1975,Short,Gene,F,Gene Short,Gene Short_1975
1978,Short,Purvis,F,Purvis Short,Purvis Short_1978
1985,Shouse,Dexter,F,Dexter Shouse,Dexter Shouse_1985
1948,Shrider,Dick,G,Dick Shrider,Dick Shrider_1948
1954,Shue,Gene,G,Gene Shue,Gene Shue_1954
1974,Shumate,John,F,John Shumate,John Shumate_1974
2011,Shumpert,Iman,G,Iman Shumpert,Iman Shumpert_2011
0,Shved,Alexey,G,Alexey Shved,Alexey Shved_0
2016,Siakam,Pascal,F,Pascal Siakam,Pascal Siakam_2016
2015,Sibert,Jordan,G,Jordan Sibert,Jordan Sibert_2015
1972,Sibert,Sam,F,Sam Sibert,Sam Sibert_1972
1973,Sibley,Mark,G,Mark Sibley,Mark Sibley_1973
1979,Sichting,Jerry,G,Jerry Sichting,Jerry Sichting_1979
1961,Siegfried,Larry,G,Larry Siegfried,Larry Siegfried_1961
0,Siewert,Ralph,,Ralph Siewert,Ralph Siewert_0
1977,Sikma,Jack,C,Jack Sikma,Jack Sikma_1977
1972,Silas,James,G,James Silas,James Silas_1972
1964,Silas,Paul,F,Paul Silas,Paul Silas_1964
2011,Silas,Xavier,G,Xavier Silas,Xavier Silas_2011
0,Siler,Garret,C,Garret Siler,Garret Siler_0
1966,Silliman,Mike,F,Mike Silliman,Mike Silliman_1966
0,Silva,Chris,F,Chris Silva,Chris Silva_0
2005,Simien,Wayne,F,Wayne Simien,Wayne Simien_2005
2016,Simmons,Ben,G-F,Ben Simmons,Ben Simmons_2016
2001,Simmons,Bobby,F,Bobby Simmons,Bobby Simmons_2001
2006,Simmons,Cedric,F,Cedric Simmons,Cedric Simmons_2006
0,Simmons,Connie,C,Connie Simmons,Connie Simmons_0
0,Simmons,Johnny,G,Johnny Simmons,Johnny Simmons_0
2012,Simmons,Jonathon,F,Jonathon Simmons,Jonathon Simmons_2012
0,Simmons,Kobi,G,Kobi Simmons,Kobi Simmons_0
1990,Simmons,Lionel,F,Lionel Simmons,Lionel Simmons_1990
1998,Simon,Miles,G,Miles Simon,Miles Simon_1998
2020,Simonovic,Marko,C,Marko Simonovic,Marko Simonovic_2020
2018,Simons,Anfernee,G,Anfernee Simons,Anfernee Simons_2018
1994,Simpkins,Dickey,C-F,Dickey Simpkins,Dickey Simpkins_1994
0,Simpson,Diamon,F,Diamon Simpson,Diamon Simpson_0
1972,Simpson,Ralph,G,Ralph Simpson,Ralph Simpson_1972
0,Simpson,Zavier,G,Zavier Simpson,Zavier Simpson_0
0,Sims,Alvin,G,Alvin Sims,Alvin Sims_0
1960,Sims,Bob,F,Bob Sims,Bob Sims_1960
0,Sims,Courtney,C,Courtney Sims,Courtney Sims_0
0,Sims,Doug,F,Doug Sims,Doug Sims_0
0,Sims,Henry,C-F,Henry Sims,Henry Sims_0
2021,Sims,Jericho,C,Jericho Sims,Jericho Sims_2021
1977,Sims,Scott,G,Scott Sims,Scott Sims_1977
2011,Singler,Kyle,F,Kyle Singler,Kyle Singler_2011
2008,Singletary,Sean,G,Sean Singletary,Sean Singletary_2008
2011,Singleton,Chris,F,Chris Singleton,Chris Singleton_2011
0,Singleton,James,F,James Singleton,James Singleton_0
1984,Singleton,Mckinley,F,Mckinley Singleton,Mckinley Singleton_1984
1951,Sinicola,Zeke,G,Zeke Sinicola,Zeke Sinicola_1951
2019,Sirvydis,Deividas,F-G,Deividas Sirvydis,Deividas Sirvydis_2019
1984,Sitton,Charlie,F,Charlie Sitton,Charlie Sitton_1984
2013,Siva,Peyton,G,Peyton Siva,Peyton Siva_2013
1986,Skiles,Scott,G,Scott Skiles,Scott Skiles_1986
1974,Skinner,Al,G,Al Skinner,Al Skinner_1974
1998,Skinner,Brian,F-C,Brian Skinner,Brian Skinner_1998
1974,Skinner,Talvin,F,Talvin Skinner,Talvin Skinner_1974
1951,Skoog,Whitey,G,Whitey Skoog,Whitey Skoog_1951
1962,Slade,Jeff,F,Jeff Slade,Jeff Slade_1962
0,Slater,Reggie,F,Reggie Slater,Reggie Slater_0
1951,Slaughter,Jim,C,Jim Slaughter,Jim Slaughter_1951
1982,Slaughter,Jose,G,Jose Slaughter,Jose Slaughter_1982
2023,Slawson,Jalen,F,Jalen Slawson,Jalen Slawson_2023
2002,Slay,Tamar,G,Tamar Slay,Tamar Slay_2002
0,Sloan,Donald,G,Donald Sloan,Donald Sloan_0
1965,Sloan,Jerry,G,Jerry Sloan,Jerry Sloan_1965
2005,Slokar,Uros,F,Uros Slokar,Uros Slokar_2005
1984,Sluby,Tom,G,Tom Sluby,Tom Sluby_1984
2019,Smailagic,Alen,F,Alen Smailagic,Alen Smailagic_2019
0,Smart,Javonte,G,Javonte Smart,Javonte Smart_0
1988,Smart,Keith,G,Keith Smart,Keith Smart_1988
2014,Smart,Marcus,G,Marcus Smart,Marcus Smart_2014
0,Smawley,Belus,G,Belus Smawley,Belus Smawley_0
0,Smiley,Jack,G,Jack Smiley,Jack Smiley_0
1958,Smith,Adrian,G,Adrian Smith,Adrian Smith_1958
1971,Smith,Bill,C,Bill Smith,Bill Smith_1971
1961,Smith,Bill,F,Bill Smith,Bill Smith_1961
1969,Smith,Bingo,F,Bingo Smith,Bingo Smith_1969
1959,Smith,Bobby,G,Bobby Smith,Bobby Smith_1959
1988,Smith,Charles,F,Charles Smith,Charles Smith_1988
1997,Smith,Charles,G,Charles Smith,Charles Smith_1997
0,Smith,Charles,F,Charles Smith,Charles Smith_0
1992,Smith,Chris,G,Chris Smith,Chris Smith_1992
0,Smith,Chris,G,Chris Smith,Chris Smith_0
1986,Smith,Clinton,F,Clinton Smith,Clinton Smith_1986
2006,Smith,Craig,F,Craig Smith,Craig Smith_2006
0,Smith,Deb,F,Deb Smith,Deb Smith_0
1982,Smith,Derek,G,Derek Smith,Derek Smith_1982
1974,Smith,Don,G,Don Smith,Don Smith_1974
1947,Smith,Donald,F,Donald Smith,Donald Smith_1947
2004,Smith,Donta,G,Donta Smith,Donta Smith_2004
1991,Smith,Doug,F,Doug Smith,Doug Smith_1991
0,Smith,Dru,G,Dru Smith,Dru Smith_0
1951,Smith,Ed,F,Ed Smith,Ed Smith_1951
1971,Smith,Elmore,C,Elmore Smith,Elmore Smith_1971
1968,Smith,Garfield,C,Garfield Smith,Garfield Smith_1968
1968,Smith,Greg,F,Greg Smith,Greg Smith_1968
0,Smith,Greg,C,Greg Smith,Greg Smith_0
0,Smith,Ish,G,Ish Smith,Ish Smith_0
2004,Smith,JR,G,JR Smith,JR Smith_2004
2000,Smith,Jabari,C,Jabari Smith,Jabari Smith_2000
2020,Smith,Jalen,F-C,Jalen Smith,Jalen Smith_2020
2007,Smith,Jason,F-C,Jason Smith,Jason Smith_2007
1963,Smith,Jerry,G,Jerry Smith,Jerry Smith_1963
1981,Smith,Jim,F,Jim Smith,Jim Smith_1981
1995,Smith,Joe,F-C,Joe Smith,Joe Smith_1995
2004,Smith,Josh,F,Josh Smith,Josh Smith_2004
1986,Smith,Keith,G,Keith Smith,Keith Smith_1986
1987,Smith,Kenny,G,Kenny Smith,Kenny Smith_1987
1991,Smith,Labradford,F,Labradford Smith,Labradford Smith_1991
1980,Smith,Larry,F,Larry Smith,Larry Smith_1980
1999,Smith,Leon,F,Leon Smith,Leon Smith_1999
1994,Smith,Michael,F,Michael Smith,Michael Smith_1994
1989,Smith,Michael,G,Michael Smith,Michael Smith_1989
2000,Smith,Mike,F,Mike Smith,Mike Smith_2000
2011,Smith,Nolan,G,Nolan Smith,Nolan Smith_2011
1986,Smith,Otis,F,Otis Smith,Otis Smith_1986
1974,Smith,Phil,G,Phil Smith,Phil Smith_1974
1971,Smith,Randy,G,Randy Smith,Randy Smith_1971
1992,Smith,Reggie,F,Reggie Smith,Reggie Smith_1992
1977,Smith,Robert,G,Robert Smith,Robert Smith_1977
2014,Smith,Russ,G,Russ Smith,Russ Smith_2014
1977,Smith,Sammy,F,Sammy Smith,Sammy Smith_1977
1991,Smith,Steven,G-F,Steven Smith,Steven Smith_1991
0,Smith,Steven,F,Steven Smith,Steven Smith_0
0,Smith,Stevin,G,Stevin Smith,Stevin Smith_0
0,Smith,Terquavion,G,Terquavion Smith,Terquavion Smith_0
0,Smith,Theron,F,Theron Smith,Theron Smith_0
1990,Smith,Tony,G,Tony Smith,Tony Smith_1990
1976,Smith,Willie,G,Willie Smith,Willie Smith_1976
2018,Smith,Zhaire,G,Zhaire Smith,Zhaire Smith_2018
2017,Smith Jr.,Dennis,G,Dennis Smith Jr.,Dennis Smith Jr._2017
2022,Smith Jr.,Jabari,F,Jabari Smith Jr.,Jabari Smith Jr._2022
2023,Smith Jr.,Nick,G,Nick Smith Jr.,Nick Smith Jr._2023
1988,Smits,Rik,C,Rik Smits,Rik Smits_1988
1985,Smrek,Mike,C,Mike Smrek,Mike Smrek_1985
1953,Smyth,Joe,F,Joe Smyth,Joe Smyth_1953
0,Sneed,Xavier,F,Xavier Sneed,Xavier Sneed_0
2013,Snell,Tony,G,Tony Snell,Tony Snell_2013
1995,Snow,Eric,G,Eric Snow,Eric Snow_1995
1966,Snyder,Dick,G,Dick Snyder,Dick Snyder_1966
2004,Snyder,Kirk,F-G,Kirk Snyder,Kirk Snyder_2004
0,Sobek,George,G,George Sobek,George Sobek_0
1975,Sobers,Ricky,G,Ricky Sobers,Ricky Sobers_1975
1956,Sobie,Ron,G,Ron Sobie,Ron Sobie_1956
2022,Sochan,Jeremy,F,Jeremy Sochan,Jeremy Sochan_2022
1974,Sojourner,Mike,C,Mike Sojourner,Mike Sojourner_1974
2001,Solomon,Will,G,Will Solomon,Will Solomon_2001
1965,Somerset,Willie,G,Willie Somerset,Willie Somerset_1965
2002,Songaila,Darius,F,Darius Songaila,Darius Songaila_2002
1970,Sorenson,Dave,F,Dave Sorenson,Dave Sorenson_1970
0,Southerland,James,F,James Southerland,James Southerland_0
0,Sovran,Gino,F,Gino Sovran,Gino Sovran_0
2004,Sow,Pape,F,Pape Sow,Pape Sow_2004
2018,Spalding,Ray,F,Ray Spalding,Ray Spalding_2018
1979,Spanarkel,Jim,G,Jim Spanarkel,Jim Spanarkel_1979
2004,Spanoulis,Vassilis,G,Vassilis Spanoulis,Vassilis Spanoulis_2004
1955,Sparrow,Guy,F,Guy Sparrow,Guy Sparrow_1955
1980,Sparrow,Rory,G,Rory Sparrow,Rory Sparrow_1980
1948,Spears,Odie,F,Odie Spears,Odie Spears_1948
0,Spector,Art,F,Art Spector,Art Spector_0
2008,Speights,Marreese,F-C,Marreese Speights,Marreese Speights_2008
2018,Spellman,Omari,F,Omari Spellman,Omari Spellman_2018
0,Spencer,Andre,F,Andre Spencer,Andre Spencer_0
1992,Spencer,Elmore,C,Elmore Spencer,Elmore Spencer_1992
1990,Spencer,Felton,C,Felton Spencer,Felton Spencer_1990
0,Spicer,Lou,F,Lou Spicer,Lou Spicer_0
0,Spitzer,Craig,C,Craig Spitzer,Craig Spitzer_0
2007,Splitter,Tiago,C-F,Tiago Splitter,Tiago Splitter_2007
1954,Spoelstra,Art,C,Art Spoelstra,Art Spoelstra_1954
1992,Sprewell,Latrell,G,Latrell Sprewell,Latrell Sprewell_1992
1981,Spriggs,Larry,F,Larry Spriggs,Larry Spriggs_1981
2021,Springer,Jaden,G,Jaden Springer,Jaden Springer_2021
1956,Springer,Jim,C,Jim Springer,Jim Springer_1956
0,Spruill,Jim,F,Jim Spruill,Jim Spruill_0
1998,Stack,Ryan,F,Ryan Stack,Ryan Stack_1998
1995,Stackhouse,Jerry,F,Jerry Stackhouse,Jerry Stackhouse_1995
1974,Stacom,Kevin,G,Kevin Stacom,Kevin Stacom_1974
1965,Stallworth,Dave,F,Dave Stallworth,Dave Stallworth_1965
1972,Stallworth,Isaac,F,Isaac Stallworth,Isaac Stallworth_1972
0,Stanczak,Ed,F,Ed Stanczak,Ed Stanczak_0
2020,Stanley,Cassius,G,Cassius Stanley,Cassius Stanley_2020
1984,Stansbury,Terence,G,Terence Stansbury,Terence Stansbury_1984
0,Starks,John,G,John Starks,John Starks_0
1976,Starr,Keith,G,Keith Starr,Keith Starr_1976
2014,Stauskas,Nik,G,Nik Stauskas,Nik Stauskas_2014
1958,Staverman,Larry,F,Larry Staverman,Larry Staverman_1958
1971,Steele,Larry,G,Larry Steele,Larry Steele_1971
1992,Steigenga,Matt,F,Matt Steigenga,Matt Steigenga_1992
1998,Stepania,Vladimir,C,Vladimir Stepania,Vladimir Stepania_1998
0,Stephens,DJ,G-F,DJ Stephens,DJ Stephens_0
1988,Stephens,Everette,G,Everette Stephens,Everette Stephens_1988
1955,Stephens,Jack,G,Jack Stephens,Jack Stephens_1955
0,Stephens,Joe,F,Joe Stephens,Joe Stephens_0
2010,Stephenson,Lance,F,Lance Stephenson,Lance Stephenson_2010
0,Stepheson,Alex,F,Alex Stepheson,Alex Stepheson_0
1982,Steppe,Brook,G,Brook Steppe,Brook Steppe_1982
1985,Stevens,Barry,G,Barry Stevens,Barry Stevens_1985
0,Stevens,Lamar,F,Lamar Stevens,Lamar Stevens_0
1958,Stevens,Wayne,F,Wayne Stevens,Wayne Stevens_1958
2000,Stevenson,DeShawn,F-G,DeShawn Stevenson,DeShawn Stevenson_2000
0,Stewart,DJ,G,DJ Stewart,DJ Stewart_0
1969,Stewart,Dennis,F,Dennis Stewart,Dennis Stewart_1969
2020,Stewart,Isaiah,F-C,Isaiah Stewart,Isaiah Stewart_2020
1997,Stewart,Kebu,F,Kebu Stewart,Kebu Stewart_1997
0,Stewart,Larry,F,Larry Stewart,Larry Stewart_0
0,Stewart,Michael,C,Michael Stewart,Michael Stewart_0
1956,Stewart,Norm,F,Norm Stewart,Norm Stewart_1956
0,Stiemsma,Greg,C,Greg Stiemsma,Greg Stiemsma_0
1983,Stipanovich,Steve,C,Steve Stipanovich,Steve Stipanovich_1983
1992,Stith,Bryant,G,Bryant Stith,Bryant Stith_1992
1960,Stith,Sam,G,Sam Stith,Sam Stith_1960
1961,Stith,Tom,F,Tom Stith,Tom Stith_1961
1985,Stivrins,Alex,F,Alex Stivrins,Alex Stivrins_1985
2014,Stockton,David,G,David Stockton,David Stockton_2014
1984,Stockton,John,G,John Stockton,John Stockton_1984
1996,Stojakovic,Peja,F,Peja Stojakovic,Peja Stojakovic_1996
1993,Stokes,Ed,C,Ed Stokes,Ed Stokes_1993
1985,Stokes,Greg,F,Greg Stokes,Greg Stokes_1985
2014,Stokes,Jarnell,F-C,Jarnell Stokes,Jarnell Stokes_2014
1955,Stokes,Maurice,F,Maurice Stokes,Maurice Stokes_1955
0,Stolkey,Art,G,Art Stolkey,Art Stolkey_0
2016,Stone,Diamond,C,Diamond Stone,Diamond Stone_2016
0,Stone,Julyan,G,Julyan Stone,Julyan Stone_0
0,Storey,Awvee,F-G,Awvee Storey,Awvee Storey_0
1995,Stoudamire,Damon,G,Damon Stoudamire,Damon Stoudamire_1995
2005,Stoudamire,Salim,G,Salim Stoudamire,Salim Stoudamire_2005
2002,Stoudemire,Amar'e,F-C,Amar'e Stoudemire,Amar'e Stoudemire_2002
1972,Stovall,Paul,F,Paul Stovall,Paul Stovall_1972
2007,Strawberry,DJ,G,DJ Strawberry,DJ Strawberry_2007
1964,Strawder,Joe,C,Joe Strawder,Joe Strawder_1964
2023,Strawther,Julian,G,Julian Strawther,Julian Strawther_2023
1970,Stricker,Bill,F,Bill Stricker,Bill Stricker_1970
0,Strickland,Erick,G,Erick Strickland,Erick Strickland_0
0,Strickland,Mark,F,Mark Strickland,Mark Strickland_0
1988,Strickland,Rod,G,Rod Strickland,Rod Strickland_1988
1963,Strickland,Roger,F,Roger Strickland,Roger Strickland_1963
1980,Stroeder,John,F,John Stroeder,John Stroeder_1980
1990,Strong,Derek,F,Derek Strong,Derek Strong_1990
1991,Strothers,Lamont,G,Lamont Strothers,Lamont Strothers_1991
1980,Stroud,John,F,John Stroud,John Stroud_1980
0,Strus,Max,G-F,Max Strus,Max Strus_0
2007,Stuckey,Rodney,G,Rodney Stuckey,Rodney Stuckey_2007
1947,Stump,Gene,F,Gene Stump,Gene Stump_1947
0,Stutz,Stan,G,Stan Stutz,Stan Stutz_0
2021,Suggs,Jalen,G,Jalen Suggs,Jalen Suggs_2021
0,Suiter,Gary,C,Gary Suiter,Gary Suiter_0
2012,Sullinger,Jared,C-F,Jared Sullinger,Jared Sullinger_2012
2009,Summers,DaJuan,F,DaJuan Summers,DaJuan Summers_2009
2017,Sumner,Edmond,G,Edmond Sumner,Edmond Sumner_2017
1988,Sumpter,Barry,F,Barry Sumpter,Barry Sumpter_1988
2007,Sun,Yue,G,Yue Sun,Yue Sun_2007
1951,Sunderlage,Don,G,Don Sunderlage,Don Sunderlage_1951
1998,Sundov,Bruno,C,Bruno Sundov,Bruno Sundov_1998
1983,Sundvold,Jon,G,Jon Sundvold,Jon Sundvold_1983
1995,Sura,Bob,G,Bob Sura,Bob Sura_1995
1952,Surhoff,Dick,F,Dick Surhoff,Dick Surhoff_1952
1983,Suttle,Dane,G,Dane Suttle,Dane Suttle_1983
1991,Sutton,Greg,G,Greg Sutton,Greg Sutton_1991
1958,Swain,Bennie,F,Bennie Swain,Bennie Swain_1958
2017,Swanigan,Caleb,F,Caleb Swanigan,Caleb Swanigan_2017
1953,Swanson,Norm,F,Norm Swanson,Norm Swanson_1953
1956,Swartz,Dan,F,Dan Swartz,Dan Swartz_1956
2003,Sweetney,Michael,F,Michael Sweetney,Michael Sweetney_2003
0,Swider,Cole,F,Cole Swider,Cole Swider_0
2004,Swift,Robert,C,Robert Swift,Robert Swift_2004
2000,Swift,Stromile,F-C,Stromile Swift,Stromile Swift_2000
0,Swinson,Aaron,F,Aaron Swinson,Aaron Swinson_0
0,Sword,Craig,G,Craig Sword,Craig Sword_0
2010,Sy,Pape,F-G,Pape Sy,Pape Sy_2010
0,Sydnor,Wallace,G,Wallace Sydnor,Wallace Sydnor_0
0,Sykes,Keifer,G,Keifer Sykes,Keifer Sykes_0
0,Sykes,Larry,F,Larry Sykes,Larry Sykes_0
0,Szabo,Brett,C,Brett Szabo,Brett Szabo_0
1999,Szczerbiak,Wally,G-F,Wally Szczerbiak,Wally Szczerbiak_1999
1991,Tabak,Zan,C,Zan Tabak,Zan Tabak_1991
0,Tabuse,Yuta,G,Yuta Tabuse,Yuta Tabuse_0
2005,Taft,Chris,F,Chris Taft,Chris Taft_2005
0,Tannenbaum,Sid,G,Sid Tannenbaum,Sid Tannenbaum_0
1995,Tarlac,Dragan,C-F,Dragan Tarlac,Dragan Tarlac_1995
1986,Tarpley,Roy,F,Roy Tarpley,Roy Tarpley_1986
0,Tate,Jae'Sean,F,Jae'Sean Tate,Jae'Sean Tate_0
1976,Tatum,Earl,G,Earl Tatum,Earl Tatum_1976
2017,Tatum,Jayson,F-G,Jayson Tatum,Jayson Tatum_2017
2014,Tavares,Edy,C,Edy Tavares,Edy Tavares_2014
1988,Taylor,Anthony,G,Anthony Taylor,Anthony Taylor_1988
1972,Taylor,Brian,G,Brian Taylor,Brian Taylor_1972
0,Taylor,Donell,G,Donell Taylor,Donell Taylor_0
1970,Taylor,Fred,G,Fred Taylor,Fred Taylor_1970
2016,Taylor,Isaiah,G,Isaiah Taylor,Isaiah Taylor_2016
0,Taylor,Jay,F,Jay Taylor,Jay Taylor_0
1982,Taylor,Jeff,G,Jeff Taylor,Jeff Taylor_1982
2012,Taylor,Jeffery,F,Jeffery Taylor,Jeffery Taylor_2012
2009,Taylor,Jermaine,G,Jermaine Taylor,Jermaine Taylor_2009
1997,Taylor,Johnny,F,Johnny Taylor,Johnny Taylor_1997
0,Taylor,Leonard,F,Leonard Taylor,Leonard Taylor_0
1997,Taylor,Maurice,F,Maurice Taylor,Maurice Taylor_1997
2008,Taylor,Mike,G,Mike Taylor,Mike Taylor_2008
1969,Taylor,Roland,G,Roland Taylor,Roland Taylor_1969
0,Taylor,Terry,F,Terry Taylor,Terry Taylor_0
2012,Taylor,Tyshawn,G,Tyshawn Taylor,Tyshawn Taylor_2012
1982,Taylor,Vince,G,Vince Taylor,Vince Taylor_1982
1982,Teagle,Terry,G,Terry Teagle,Terry Teagle_1982
2009,Teague,Jeff,G,Jeff Teague,Jeff Teague_2009
2012,Teague,Marquis,G,Marquis Teague,Marquis Teague_2012
0,Teletovic,Mirza,F,Mirza Teletovic,Mirza Teletovic_0
2004,Telfair,Sebastian,G,Sebastian Telfair,Sebastian Telfair_2004
0,Temple,Garrett,G-F,Garrett Temple,Garrett Temple_0
